reference,hypothesis,wer,wacc,plausibility,norm_plausibility,hallucination_like,hallucination_wacc_threshold,hallucination_plausibility_threshold,2gram_reps,3gram_reps,4gram_reps,config,config_family,noise_pct,perturbation,perturb_family,perturb_amplitude,perturb_duration,perturb_label
however he never fully recovered from his wounds and died relatively early,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
arizona republican state senator karen johnson joined the protest in support,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
like an old fire horse,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
originally the finale for the sixth season was promoted as a cliff hanger,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
at these dimensions it is large enough to be seen from space,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
finally the beatles began playing at the jac on occasions,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
within those constraints there still exists some ambiguity,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
he was unable to get ice in nearby niort,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
loggers fishermen and ranchers incorporated it in their jargon,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
it included a new production of passion directed by jamie lloyd,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
after mumbai it also break all records of bhojpuri box office in bihar,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
norfolk island is the only non mainland australian territory to have had self governance,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
good playgrounds have much more to offer than swings and slides,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the beer was more than just refreshing it was delicious,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
production on the film was completed by the end of march,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
no change is permissible in regard to festivals and dates,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
also at allen park is the relocated tom collins house,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
during his college days he continued his political work with kerala students union,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
i accuse this man of being a faker,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
they can also be sliced and dried to prepare a flour,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
i think that comes across when you listen to it,you,0.9,0.1,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the town s school system is united with neighboring warren rhode island,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
you might hear font families more than typefaces even though they could mean the same thing,you,0.9375,0.0625,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
his mother was of part german descent,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
charly was now alone,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
team event was cancelled,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
it s not one of those complicated things,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the dutch and the french were the first jute traders,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
further there is no mention of the comet in chinese literature of the time,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
visitors can interact with these communities to learn about their culture and lifestyle,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
acceleration of time,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
getting to play someone as unrestricted as a vampire is a thrill she says,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
unlike most armadillos they are not fossorial but will use abandoned giant anteater burrows,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
at the boundary between gorton and audenshaw it continues as manchester road,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
he paused looked back at the house but then pocketed the keys opened the gate and strode down the path quickly,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
lemme have the desk,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
he fled but only got as far as greenwich before being captured,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the old man said nothing,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
remind me to send another email,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the quick fox jumped on the sleeping cat,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
cooper lake is stoked is stocked annually with several species of trout fish,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
this swallow is twittering without internet connection and has a swarm of followers,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
he played for the youth categories of real betis,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
these expectations however never happened,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the oldest superstring theory containing open strings was type one string theory,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
modern brunost does not contain significant amounts of iron,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
dicastillo is a village in navarra,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
wow look how deep this canyon is,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the teesta river is one of the rivers that has changed over the years,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
two,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
a train line used to run up to hidaka along the saru river,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
but they were not there,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
no but it is nice to meet you,you,0.875,0.125,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
due to the expense of production it is not being used for this purpose,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
he was born at wichenford in worcestershire and educated at balliol college oxford,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
philip then tells his parents that he was suspended for singing the national anthem,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the holyrood constituency is one of five covering the south lanarkshire council area,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
mosjoukine was officially married three times,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the sea has lived on in this shell because that s its destiny,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
but instead of being saddened he was happy,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
he was his father s eldest son and the only child of his mother,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
he was arrested within days placed on trial and found guilty,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
apparently most of the sentences have been written by nerds and scientists,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
no news is good news,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
its capital is the city of padua,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
although everything should be under the state s control there is a lot of violence in prisons,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
that s the sub foreman explained thorpe,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
trample the spark else the flames will spread,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
at the marriage of dionysus fourteen sacred women officiated at fourteen altars,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
well what of that,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
it was my fear of failure that first kept me from attempting the master work,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
they joined the band during the encore,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the building was later used as the brewery s offices,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
did you know that harry got a new job,you,0.8889,0.1111,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
the maiden enters in the ninth bar on an anacrusis,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
from the interchange the expressway goes northeast and starts to parallel the chehalis river,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
somebody threw him off a train,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
machan argued against animal rights in his widely reprinted paper do animals have rights,you,1.0,0.0,0.0,0.0,0,0.01,0.0,0,0,0,base,base,0,silence_amp0.0_dur0.0,silence,0.0,0.0,"silence
amp=0, dur=0"
