ref_sentence	hypo_sentence	probability_ref	probability_hypo	scaled_probability_hypo	cosine_similarity
socrates says that some god tried to mix in one mass and to confound pain and pleasure but not being able to do it he bethought him at least to couple them by the tail metrodorus said that in sorrow there is some mixture of pleasure	socrates says that some god tried to mix in one mass and to confound pain and pleasure but not being able to do it he bethought him at least to couple them by the tale metrodor said that in sorrow there's some mixture of pleasure metrodor said that in sorrow there's some mixture of pleasure	0.75	0.65	0.8666666666666667	0.9700325393910488
kausalya by her woe oppressed the senseless bharat's limbs caressed as a fond cow in love and fear caresses oft her youngling dear then yielding to her woe she said weeping and sore disquieted what torments o my son are these of sudden pain or swift disease	cochetlia by how war oppressed the senseless ports leans careest as if on cow in love and fear caresses of tying youngly dear ten yielding to her war she said whipping and saw discredit what torments o my son adeens off sudden pain all swift diseases	0.7	0.05	0.07142857142857144	0.6043570189507922
we protected the poor nanticoke woman and gave her victuals and allen sympathized with her in her misfortunes till spring when her husband came to her acknowledged his former errors and that he had abused her without a cause promised a reformation and she received him with every mark of a renewal of her affection	we predicted the poor nandic old woman and gave her victuus an absence of advised with her in her misfortunes this thing when her husband came to her acknowledged his former address and that he had abused her without a course promised a reformation and she received him with every mark over the negroes of her affection	0.65	0.1	0.15384615384615385	0.6976246299529149
it is at the foot of woman that we lay the laurels that without her smile would never have been gained it is her image that strings the lyre of the poet that animates our voice in the blaze of eloquent faction and guides our brain in the august toils of stately councils	it is at the foot of a roman that belaid the lardles set without a smile would never have been gained it is so image that strings the lyre of the poet that animates a voice in the blaze of aly confection and guide so bringing in the oldest toils of stately consorts in the blaze of aly confection and guides	0.55	0.05	0.09090909090909091	0.6619443886276054
i am and always have been opposed to large public funerals said gray whose complete wholesome simplicity of character was one of its great sources of strength but the cry of the poor creatures who knew loreen is so earnest that i do not know how to refuse this desire to see her and pay her poor body some last little honor what do you think mister maxwell	i am and always have been opposed to large public funerals said grey whose complete wholesome simplicity of character was one of its greatest sources of strength but the cry of the poor creatures who knew loreen is so earnest that i do not know how to refuse this desire to see her and pay her poor body some last little honour what do you think mister maxlow	0.65	0.65	1.0	0.9686482189482268
many of my friends at court came up to greet me and expressed surprise that i had undergone the inconvenience of being carried in that way while so shattered by illness they said that i ought to have waited till i was well and then to have visited the duke	many of my friends at court came up to greet me and expressed surprise that i had undergone the inconvenience of being carried in that way while so shut it by illness they said that i ought to have waited till i was well and then to have visited the duke	0.75	0.45	0.6	0.9804710575357735
it is quite possible therefore that the beagle was crossed with the welsh southern or otterhound to get more size and power as there certainly was a welsh rough coated beagle of good eighteen inches and an almost identical contemporary that was called the essex beagle	it is quite possible therefore that the beagle was crossed with a welsh southern or otter hound to get more size and power as there certainly was a welsh rough coated bugle of good eighteen inches and an almost identical contemporary that was called the essex beagle of good eighteen inches and an almost identical contemporary that was called the essex bea	0.65	0.45	0.6923076923076923	0.9512260189566434
from that time until the enforced union of the colonies for mutual defence at the breaking out of the french and indian war the inhabitants of rhode island bore their share in the defensive efforts especially when the hostile savages hung along the frontiers of new york like an ill omened cloud	from that time until before union of the colonies through mutual defense at the birthing out of the french in indian war the inhabitants of road island bore their share in the defensive efforts especially when the hostile savages hung along their frontiers in a new york like an ill omened plow	0.6	0.25	0.4166666666666667	0.8276824100999952
boris during the campaign had made the acquaintance of many persons who might prove useful to him and by a letter of recommendation he had brought from pierre had become acquainted with prince andrew bolkonski through whom he hoped to obtain a post on the commander in chief's staff	borris during the campaign had made the acquaintance of many persons who might prove useful to him and by a letter of recommendation he had brought from pierre had become acquainted with prince andrew boekonski the whom he hoped to obtain a post on the commander in chief stuff	0.75	0.65	0.8666666666666667	0.9068510450482126
moreover if jesus could keep his promise there would be today no misery in the world no orphans no childless mothers no shipwrecks no floods no famines no disease no crippled children no insanity no wars no crime no wrong	moreover if jesus could keep his promise there would be to day no misery in the world no orphans no childless mothers no shipwrecks no floods no famines no disease no crippled children no insanity no wars no crime no wrong no harm no crippled children no insanity no wars no harm no wrong	0.15	0.15	1.0	0.9725812385315911
each animal brings its own kind of good or bad luck into the hour day or year over which it presides and only a skillful balancer of pros and cons can read aright the combinations and understand what the luck of any particular hour in any particular day of any particular year will be	each animal brings its own kind of good or bad luck into the hour day or year over which it provides and only a skilful balancer of prose and khan's can read a right the combinations and understand what the look of any particular hour in any particular day of any particular year will be	0.15	0.15	1.0	0.9123137967833936
berg put on the cleanest of coats without a spot or speck of dust stood before a looking glass and brushed the hair on his temples upwards in the way affected by the emperor alexander and having assured himself from the way rostov looked at it that his coat had been noticed left the room with a pleasant smile	burnt between the keenest of course without a spot or speck of dust stood before a looking glass and brushed a hair on his temples upwards in the way affected by the emperor alexander and having assured himself from the way rostov looked at it that his coat had been noticed left a room with a pleasant smile and having assured himself from the way rostov looked at it	0.45	0.1	0.22222222222222224	0.8568834128843453
the highest and fullest contentment offers more of the grave than of the merry ipsa felicitas se nisi temperat premit even felicity unless it moderate itself oppresses	the highest and fullest contentment offers more of the grave than of the mary it's a frolicitas say missy temper out premit even felicity unless it moderate itself oppresses	0.45	0.1	0.22222222222222224	0.8739339021339005
the men had ended by getting accustomed to the continual daylight but it had never made any difference to the animals the greenland dogs went to their rest at their accustomed hour and dick slept as regularly every evening as though darkness had covered the sky	the men had ended by getting accustomed to the continual daylight but it had never made any difference to the animals the green one dogs went to their rest at their accustomed hour and dick slept as regularly every evening as though darkness had covered the sky and dick slept as regularly every evening as though darkness had covered the sky	0.75	0.6	0.7999999999999999	0.9428918462436452
it will be readily understood that under these conditions the modern lighting company supplies to its customers both incandescent and arc lighting frequently from the same dynamo electric machinery as a source of current and that the old feud as between the rival systems has died out	it will be readily understood that under these conditions the maud lining company supplies to its customers both incondescent and arguining frequently from the same dynamo has died at	0.65	0.2	0.3076923076923077	0.6709614045345638
but perhaps his characteristic attitude to war is to be found not in lines like these but in that melancholy poem the souls of the slain in which the souls of the dead soldiers return to their country and question a senior soul flame as to how their friends and relatives have kept their doughty deeds in remembrance	but perhaps his characteristic attitude to wars to be found not in lines like these but in that melancholy palm the souls of the slain in which the souls of the dead soldiers returned to their country in question a senior soul flame is to have a friend's abilities have kept their doughty deeds in remembrance	0.6	0.1	0.16666666666666669	0.9129941913942281
i will tell the deputation that i did not and do not desire war that i have waged war only against the false policy of their court that i love and respect alexander and that in moscow i will accept terms of peace worthy of myself and of my people	i will tell but that quotation that i do not and do not desire war that i have wished a war only against the false policy of their courts that i love and the respect i live under and that a massacre i look sad terms so peace with you with you myself and of my people	0.75	0.1	0.13333333333333333	0.7562840253783186
sad how sad to think that the day will come when not a vestige of this wonderful mass of human energy shall remain where the cry of the wolf bat and bittern shall only be heard and nature again resume her rustic splendid desolation	a sad how sad a thing that the day will come when not a vastage of this one of her mass of human energy shall remain where the cry of the wolf that and beat him should only be heard a nature again resume her rusticks blend and desolation should only be heard a nature again resume her rustic splendid desolation	0.75	0.1	0.13333333333333333	0.8493323065926337
he ceased and tara starry eyed thus to the angry prince replied not to my lord shouldst thou address a speech so fraught with bitterness not thus reproached my lord should be and least of all o prince by thee	he seized and tara's tarry eyed does to the angry prince replied not to my lord shouldstala tress his speech so fraud or to be denounced not as approached my lord should be a list of all or prince by thee let us approach to my lord should be a list of all or prince by thee	0.1	0.05	0.5	0.7901216380642688
prince albert land which the forward was then coasting bears also the name of grinnell land and though hatteras from his hatred to the yankees would never call it by its american name it is the one it generally goes by	prince albert land which the ford was then coasting there is also the name of grenel wound and though hatterous from his hatred to the yankees would never call it by its american name it is the one it generally goes by	0.65	0.25	0.3846153846153846	0.8125784014235027
in spite of prince andrew's disagreeable ironical tone in spite of the contempt with which rostov from his fighting army point of view regarded all these little adjutants on the staff of whom the newcomer was evidently one rostov felt confused blushed and became silent	in spite of prince andrew's disagreeable ironical tone in spite of the concern with which rostov from his fighting army point of view regarded all these little adjutants on the staff of whom the new comer was evidently one rostov fell confused blushed and became silent of whom the new comer was evidently one rostov fell confused blushed and became silent and became silent	0.25	0.25	1.0	0.968267521207399
when she heard this sonya blushed so that tears came into her eyes and unable to bear the looks turned upon her ran away into the dancing hall whirled round it at full speed with her dress puffed out like a balloon and flushed and smiling plumped down on the floor	when she heard this sonia blushed so that tears came into her eyes and unable to be at the lux turned upon her ran away into the dancing hall her own drawing did it fill speed with her dress puffed out like a balloon and flushed and smiling plumped dined on the floor plumped on the floor	0.65	0.2	0.3076923076923077	0.8548587375271713
it must indeed be allowed that the structure of his sentences is expanded and often has somewhat of the inversion of latin and that he delighted to express familiar thoughts in philosophical language being in this the reverse of socrates who it was said reduced philosophy to the simplicity of common life	it must indeed be allowed that the structure of his sentences is expanded and often has somewhat of the inversion of latin and that he delighted to express familiar thoughts in philosophical language being in this the reverse of socrates who it was said reduced philosophy to the simplicity of common life being in this the reverse of socrates who it was said reduced philosophy to the simplicity of common life	0.6	0.45	0.75	0.993576686932517
our tailor received him courteously having learned to like the man understanding that he had behaved with honesty and wisdom in regard to his client and respecting him as one of the workers of the day but he declared that for the lovel family as a family he did not care for them particularly	andrea received him courteously had he learned to like the man understanding that he had behaved with honesty and wisdom in regard to his plan and respecting him as one of the work as of the day but he declared that full little family as a family he did not care for them particularly but he declared that full of little family as a family	0.6	0.2	0.33333333333333337	0.6034643261508268
discordant as it was with almost a detestation for all she had ever heard of the north of england the manufacturers the people the wild and bleak country there was this one recommendation it would be different from helstone and could never remind them of that beloved place	discordant as it was with all missed a detestation for all she had ever heard of the north of england the manufactures the people the wild and vague country there was this more recommendation it would be different from helstone and could never remind them of it place	0.45	0.1	0.22222222222222224	0.9518552009189349
sometimes with the gift a man is sent to take part in the procession but if the giver feels too poor to hire a man this burden too falls upon the bereaved household for etiquette requires that all flowers sent be borne to the grave by uniformed coolies who march in the funeral train	sometimes with the gift a man is sent to take part in the possession that if the giver feels too poor to hire a man this burden too falls upon the breathed household for edicut requires that all flowers sent be borne to the grave by uniform coolies who march in the funeral train	0.65	0.15	0.23076923076923075	0.9105216099010218
his major domo came in a second time to say that the frenchman who had brought the letter from the countess was very anxious to see him if only for a minute and that someone from bazdeev's widow had called to ask pierre to take charge of her husband's books as she herself was leaving for the country	he's major doloo came in a second time to say that the frenchmen were by the brother from the countess was a very anxious to see him he fully for minutes and thus some one from buzzard leaves away the other cow to ask pierre to take charge of her husband's book as she herself was slaving for the country	0.75	0.1	0.13333333333333333	0.7723778182803185
then he turned to me and said my benvenuto be prudent commit no excesses and when you are quite recovered i beg you to make me a madonna with your own hand and i will always pay my devotions to it for your sake	then he turned to me and said my men then old doll be prudent come eat no excesses and when you are quite recovered i beg you to make me a madonna with your own hand and i will always pay my devotions to it for you'll think	0.25	0.1	0.4	0.8301135144336105
this was not long nor universally the spirit shown and to day in hundreds of cities the electric and gas properties are united under the one management which does not find it impossible to push in a friendly and progressive way the use of both illuminants	this was not long not universally the spirited show and to day in hundreds of cities they left lincoln gas progress are united under that one management which does not find it impossible to perish in the friendly and progressive way the use of both illuminance which does not find it impossible to perish in the friendly and progressive way the use of both illuminance	0.45	0.05	0.11111111111111112	0.7693311107635155
thus in a curious manner the modern art of electric lighting was in a very true sense divided against itself with intense rivalries and jealousies which were none the less real because they were but temporary and occurred in a field where ultimate union of forces was inevitable	thus and the cure's manner they might not have left her lining was in a very true sense divided against herself with inton's reveries and jealouses which were none the less real because they were but temporary and occurring felt where ultimate union of the force were ineffable because they were but temporary and decurreding thought where ultimate union of the force were inevitable	0.4	0.05	0.125	0.5107117399860818
our stupefaction has become so absolute that we do not even realise that this persistent misfortune dogging our steps for ages cannot be a mere accident of history removable only by another accident from outside	as to the faction has become so absolute that we do not even realize that this possessed in misfortune dogging us tips for ages cannot be of mere accident of history remove a only by innado accident from outside	0.75	0.1	0.13333333333333333	0.7916318342370263
there are few enlightened japanese who will defend the present system of cruelty to the afflicted or who do not long for some change but so great is the force of conservatism in this regard so haunting the fear that any change may indicate a lack of respect for the dead that reform advances slowly	there are few enlightened japanese who will defend the present system of cruelty to the afflicted or who do not long for some change but so great as the force of conservatism in this regard so haunting the fear that any change may indicate a lack of respect for the dead that were form advances slowly	0.65	0.3	0.4615384615384615	0.9803520366338156
he wrote that although his age debarred him from membership in the club he was twenty and the limit was eighteen he read the letters of the department with much interest and often had thought of answering some of the requests for correspondents	he wrote that although he's aged at burth he am from membershipping the club he was brandy and the limit was eighteen he read the letters of the department with much interest and all from had filled of answering some of the requests for aggression that's	0.65	0.05	0.07692307692307693	0.7899522997182941
