ref_sentence	hypo_sentence	probability_ref	probability_hypo	scaled_probability_hypo	cosine_similarity
ancient traditions speak much of his learning and of the gallant inroads he had made into the dead languages in which he had made captive a host of greek nouns and latin verbs and brought off rich booty in ancient saws and apophthegms which he was wont to parade in his public harangues as a triumphant general of yore his spolia opima	ancient traditions speak much of his learning and of the gallant in roads he had made into the dead languages and which he had made captive a host of greek nouns and latin verbs and brought off rich booty in ancient saws and apothems which he was wont to parade in his public harangues as a triumph of yore his public harangues as a triumph of yore his public harangues as a triumph of yore his public harangues as a triumph of yore his public harangues as a triumph of yore his public harangues as a triumph of yore his public harangues as a triumph of yore his public harangues as a triumphate in his public harangues as a triumph of yore his public harangues as a triumph of yore his public harangues as a triumph of yore his public harangues	0.65	0.25	0.3846153846153846	0.8676332538913639
a few years ago a scare arose in connection with an insect which was said to have taken up its abode in imported german glass bangles which compete with the indigenous industry of the gazula bangle makers the insect was reported to lie low in the bangle till it was purchased when it would come out and nip the wearer after warning her to get her affairs in order before succumbing	a few years ago i scared utters in connection with the insect which was said to have taken up its edward and importer tillman flashed angles which complete foot being teaching us in dustyoff d guzzin a band of makers the insect was to port at dumay nor in the bengal to get her d't her d'regette her profess in order with a succamart and nipt a suct a suctolice after morning her after morning her d's a pounding her who get her d's a pounding her d's a pounding her d's a pounding her ding her d's a pounding her ding her d's a pounding her d's a pounding her ding her d't her ding her ding her d't her ding her d's	0.3	0.0	0.0	0.5517859782162962
and again when the artist following malicorne's advice was a little late in arriving and when saint aignan had been obliged to be absent for some time it was interesting to observe though no one witnessed them those moments of silence full of deep expression which united in one sigh two souls most disposed to understand each other and who by no means objected to the quiet meditation they enjoyed together	and again when the artist following valancourt's advice was a little late in arriving and when saint agnew had been obliged to be absent for some time it was interesting to observe that though no one witnessed them those moments of silence full of deep expression which united in one side to the quite meditation they enjoyed to understand each other and who by no means objected to the quite meditation they enjoyed to understand each other and who by no means objected to the quite meditationly enjoyed to understand each other and who by no means objected to the quite meditationly enjoy to understand each other and who by no means objected to get their	0.45	0.1	0.22222222222222224	0.8466030368077737
on reaching the copse he dismounted led his horse in among the underwood hitched him by looping his bridle rein around the topmost twigs of an elastic bough then detaching a long rope of twisted horsehair from the horn of his saddle and inserting his arm into its coil he glided out to the edge of the island on that side that lay towards the hacienda	on reaching the corpse he dismounted let his horse in among the underwood hitched him by looping his bridle rein around the darkmost twigs of an elastic ball then detaching a long rope of twisted horse hair from the horn of his saddle and inserting his arm into its coil he glided out to the edge of the edge of the edge of the island and inserting his arm and to its coil he glided out to its coil he glided out to the edge of the edge of the edge of the edge of the edge of the edge of the island on that lee towards the edge of the island on that lee towards the island on that lee towards the island on that lee towards the edge of the edge of the edge of the island on that lee towards the island on that lee towards the island	0.6	0.1	0.16666666666666669	0.8037520464913188
here was she disturbed and unhappy because her instinct had made anything but a refusal impossible while he not many minutes after he had met with a rejection of what ought to have been the deepest holiest proposal of his life could speak as if briefs success and all its superficial consequences of a good house clever and agreeable society were the sole avowed objects of his desires oh dear	here was she disturbed and unhappy because her instinct had made anything but a refusal impossible while he not many minutes after he had met with rejection or what order of being the deepest holliest proposal of his life could speak as if its brief success in all the superficial consequences of a good house clever and agreeable society were the soul of that objects of his eyes clever and agreeable to society were the soul of that objects of his eyes	0.2	0.1	0.5	0.9364453230464657
interest however still runs on in both cases the periodical or accidental payments of it just serving to keep the memory of the affair alive till at length in some evil hour pop comes the creditor upon each and by demanding principal upon the spot together with full interest to the very day makes them both feel the full extent of their obligations	interest however still runs on in both cases superior to or accidental payment of it just serving to keep the memory of the affair alive till at length in some evil hour pop comes a creditor upon each and a by demanding principle upon the spot together with full interest to the very day makes them both feel the full extent of their obligations makes them both feel the full extent of their obligations	0.2	0.15	0.7499999999999999	0.9334190509494049
that broad shouldered buck with the great whiskers and the cleaned white kid gloves is mister phelim clancy of poldoodystown he calls himself mister de clancy he endeavours to disguise his native brogue with the richest superposition of english and if you play at billiards or ecarte with him the chances are that you will win the first game and he the seven or eight games ensuing	that broad shouldered book was a great whiskers and the clean tweight kit glouce is mister phelim clansey of paul duty stone he caused himself mister de concy he endeavors to disguise his native broch was the richest supervision of english and to fouquet at blears and he the seven or eight games and sealing	0.3	0.05	0.16666666666666669	0.7072819202744999
restored to fame by rama's grace to empire o'er the vanar race from ceaseless dread and toil set free restored to ruma and to me by grief and care and exile tried new to the bliss so long denied like visvamitra once alas he marks not how the seasons pass	bestowed the fame by ramma's grace to empire over the banner rays from caesar's dread and toil set free restort to rumour unto me by grief and care and exile tried kneel to the bis so long to night like the chemicra once allows he marks not how the season's pars	0.4	0.1	0.25	0.693592008048554
what has happened mister prince wadsworth asked for he could see that the man was greatly excited governor andros has come again gasped mister prince why should that alarm us the fellow though given to boasting is not dangerous or liable to put his threats into execution but he has grown dangerous declared mister prince the liberties of the colony are involved	what has happened mister prince was worth asked for he to see that the man was greatly excited governor andrews has come again gasped mister prince why should that alarm us the fellow though given to boasting is not dangerous or liable to put his threats into execution but he is grown dangerous declared mister prince delivered his threats into execution but he is grown dangerous declared mister prince deliveries of the colony are involved	0.45	0.2	0.4444444444444445	0.8678831856508173
not having the courage or the industry of our neighbor who works like a busy bee in the world of men and books searching with the sweat of his brow for the real bread of life wetting the open page before him with his tears pushing into the wee hours of the night his quest animated by the fairest of all loves the love of truth we ease our own indolent conscience by calling him names	not having a courage or the industry of our neighbour who works like a busy bee in the world of men and books searching with the sweat of his brow for the real bread of life wait in the open page afore him with his tears push into the wee hours of the night his quest and made but a fairest of all loves the love of truth we ease our own indolent conscience by calling him names the love of truth we ease our own indolent conscience by calling him names the love of truth we ease our own indolent conscience by calling him names the love of truth	0.75	0.25	0.3333333333333333	0.9375620220430805
a present of money to each workman is also in order and will conduce to the rapid and faithful execution of the job in hand when at last the house is finished and carpenters and plasterers are ready to leave it the local firemen who have assisted all along in the building as unskilled laborers often ascend to the roof and from the ridge pole cast down cakes for which the children of the neighborhood scramble joyfully	a present of money to each workman is also in order and will conduce to the rapid and faithful execution of the job at hand when at last the house is finished and carpenters and plasterers are ready to leave it the local fireman who have assisted all along in the building as unskilled labourers often ascend to the roof and from the bridge pole cast down cakes for which the children in the neighbourhood scrambled joyfully	0.45	0.35	0.7777777777777777	0.9849164318233161
john lincoln wrote breezy accounts of ranch life and adventures on the far western plains so alien and remote from snug humdrum plainfield life that sidney always had the sensation of crossing a gulf when she opened a letter from the bar n as for sidney's own letter this is the way it read as she wrote it	jumping on rod breezy accounts of strange life and adventures on the far western plains so aian and remote from snag humdrum brainfield's life that seemed they always had the sensation of crossing the guardroom she opened a letter from the bar anne as for she may's own letter this is the way it's read as she brought it	0.25	0.1	0.4	0.6788051002805773
corollary hence it follows that god is not only the cause of things coming into existence but also of their continuing in existence that is in scholastic phraseology god is cause of the being of things essendi rerum	corollary hence it follows that god is not only the cause of things coming into existence but also of their continuing in existence that is in scholastic phraseology god is cause of the being of things as cyndi reyrum as cyndium	0.6	0.25	0.4166666666666667	0.9455854571206604
either we vividly put ourselves in the place of the sufferer by imagination or see in his fate the lot of humanity as a whole and consequently first of all our own lot and thus in a very roundabout way it is yet always about ourselves that we weep sympathy with ourselves which we feel this seems to be the principal reason of the universal and thus natural weeping in the case of death	either we vividly put ourselves in the place of the sufferer by imagination or see in his fate the lot of humanity as a whole and consequently first of all our own lot and thus in a very roundabout way it is yet always about ourselves that we weep sympathy with ourselves which we feel this seems to be the principal reason of the universal and thus natural weeping in the case of death	0.65	0.65	1.0	0.9999995164046258
this idle charge has been echoed from one babbler to another who have confounded johnson's essays with johnson's dictionary and because he thought it right in a lexicon of our language to collect many words which had fallen into disuse but were supported by great authorities it has been imagined that all of these have been interwoven into his own compositions	this idle charge has been echoed from one babbler to another who have confounded johnson's essays with johnson's dictionary and because he thought it right in a lexicon of our language to collect many words which had fallen into disuse but were supported by great authorities it has been imagined that all of these have been into woven into his own compositions	0.65	0.45	0.6923076923076923	0.9910333823795157
to sigmund bergmann who had worked previously with edison on telephone apparatus and phonographs and was already making edison specialties in a small way in a loft on wooster street new york was assigned the task of constructing sockets fixtures meters safety fuses and numerous other details	to sikemond birdman who had worked previously with edison on telephone apparatus and phonographs and was already making edison special it is in a small way in the loft on loose stir street new york was a sign that has of constructing sockets fixtures fifty fuses numbers out of the details	0.75	0.15	0.19999999999999998	0.7860655492735403
you did not come and marching time drew on and wore me numb yet less for loss of your dear presence there than that i thus found lacking in your make that high compassion which can overbear reluctance for pure loving kindness sake grieved i when as the hope hour stroked its sum you did not come	you did not come and marching time drew on and warm me numb yet loss for loss of your dear presence there than that i thus found lacking in your make that high compassion which can overbare reluctance for pure loving kindness sake grieve die when is the herbal stroked its sum you did not come	0.2	0.1	0.5	0.9201767697314941
he tarried at genishau a few days and came up to gardow where i then resided he was apparently without any business that would support him but he soon became acquainted with my son thomas with whom he hunted for a long time and made his home with him at my house winter came on and he continued his stay	he taught it again ashore a few days and came up the guidal where i then resided he was a agency without any business that would support him but he soon became acquainted with my son domich with whom he hunted for a long time and made his home with him at my house red ducky ma'am and he continued his day	0.35	0.15	0.4285714285714286	0.5985724136873853
still unsatisfied and doubting my veracity they advised my indian brother to use his influence to draw from me the secret of his concealment which they had an idea that i considered of great importance not only to him but to myself i persisted in my ignorance of his situation and finally they left me	still unsatisfied and doubting my vivacity they advised my indian brother to use his influence to draw from me the secret of his concealment which they had an idea that i considered out of great importance not only to him but to myself i persisted in my ignorance of his situation and finally easily left me	0.45	0.2	0.4444444444444445	0.9517622760786622
niccolo da monte aguto to whom i had written wrote back saying that he had spoken to that mad melancholy philosopher lorenzino for it he had replied that he was thinking night and day of nothing else and that he would finish it as soon as he was able	nikolay parmondeo grew tall to whom i had met in rout back saying that he had spoken to that mad melancholy philosopher laurentzi not for it he had replied that he was thinking night and day of nothing else and that he would finish it as soon as he was able	0.15	0.15	1.0	0.6359230297805967
socrates says that some god tried to mix in one mass and to confound pain and pleasure but not being able to do it he bethought him at least to couple them by the tail metrodorus said that in sorrow there is some mixture of pleasure	socrates says that some god tried to mix in one mass and a confound pain and pleasure but not being able to do it he bethought him at least to couple them by the tale metrodor said that in sorrow there's some mixture of pleasure	0.75	0.65	0.8666666666666667	0.9667452467133619
kausalya by her woe oppressed the senseless bharat's limbs caressed as a fond cow in love and fear caresses oft her youngling dear then yielding to her woe she said weeping and sore disquieted what torments o my son are these of sudden pain or swift disease	cartilia by how war oppressed the senseless ports lyne's caressed as if on cow in love and fear caress has solved her youngly dear ten yielding to her war she said weeping and sore disquieted what torments o my son adees offsaid and pain are swift disease	0.75	0.1	0.13333333333333333	0.6364713953151924
we protected the poor nanticoke woman and gave her victuals and allen sympathized with her in her misfortunes till spring when her husband came to her acknowledged his former errors and that he had abused her without a cause promised a reformation and she received him with every mark of a renewal of her affection	reproducted the poor mandic old woman and gave her victuals an unsympathised with her in her misfortunes this thing when her husband came to her acknowledged his former address and that he had abused her without a course for mister reformation and she received him with every mark over the new world of her affection	0.65	0.12	0.1846153846153846	0.7035241431185645
it is at the foot of woman that we lay the laurels that without her smile would never have been gained it is her image that strings the lyre of the poet that animates our voice in the blaze of eloquent faction and guides our brain in the august toils of stately councils	it is at the foot of woman that be laid the law loose that without a smile would never have been gained it is for image that strings the lyre of the point that animates a voice in the belief of eloquent faction and guides a brain in the august toils of stately concerts	0.7	0.1	0.14285714285714288	0.8460881640710367
i am and always have been opposed to large public funerals said gray whose complete wholesome simplicity of character was one of its great sources of strength but the cry of the poor creatures who knew loreen is so earnest that i do not know how to refuse this desire to see her and pay her poor body some last little honor what do you think mister maxwell	i am and always have been opposed to large public funerals said grey whose complete wholesome simplicity of character was one of its greatest sources of strength but the cry of the poor creatures who knew loreen is so earnest that i do not know how to refuse this desire to see her and pay her poor body some last little honour what do you think mister maxwell	0.65	0.65	1.0	0.9838532953307615
many of my friends at court came up to greet me and expressed surprise that i had undergone the inconvenience of being carried in that way while so shattered by illness they said that i ought to have waited till i was well and then to have visited the duke	many of my friends at court came up to greet me and expressed surprise that i had undergone the inconvenience of being carried in that way while so shut it by illness they said that i ought to have waited till i was well and then to have visited the duke	0.75	0.45	0.6	0.9804779163289793
it is quite possible therefore that the beagle was crossed with the welsh southern or otterhound to get more size and power as there certainly was a welsh rough coated beagle of good eighteen inches and an almost identical contemporary that was called the essex beagle	it is quite possible therefore that the beagle was crossed with the welsh southern or otterhound to get more size and power as there certainly was a welsh rough coated beetle of good eighteen inches and an almost identical contemporary that was called the essex beagle	0.75	0.55	0.7333333333333334	0.9642140037897269
from that time until the enforced union of the colonies for mutual defence at the breaking out of the french and indian war the inhabitants of rhode island bore their share in the defensive efforts especially when the hostile savages hung along the frontiers of new york like an ill omened cloud	from that time until the four union of the colonies from mutual defense at the birthing out of the friends in indian war the inhabitants of rhode island or their share in the defensive efforts especially when the hostile savages hung along their frontiers in new york like an ill omened cloud	0.75	0.15	0.19999999999999998	0.9192870336151656
boris during the campaign had made the acquaintance of many persons who might prove useful to him and by a letter of recommendation he had brought from pierre had become acquainted with prince andrew bolkonski through whom he hoped to obtain a post on the commander in chief's staff	borris during the campaign had made the acquaintance of many persons who might prove useful to him and by a lesser of recommendation he had brought from pierre had become acquainted with prince andrew bullconski the whom he hoped to obtain a post on the commander in chief stuff	0.75	0.2	0.26666666666666666	0.8867779457910315
moreover if jesus could keep his promise there would be today no misery in the world no orphans no childless mothers no shipwrecks no floods no famines no disease no crippled children no insanity no wars no crime no wrong	moreover if jesus could keep his promise there would be to day no misery in the world no orphans no childless mothers no shipwrecks no floods no famines no disease no crippled children no insanity no wars no crime no wrong	0.1	0.2	1.0	0.9881088424907822
each animal brings its own kind of good or bad luck into the hour day or year over which it presides and only a skillful balancer of pros and cons can read aright the combinations and understand what the luck of any particular hour in any particular day of any particular year will be	each animal brings its own kind of good or bad luck into the hour day or year over which it presides and only a skilful balancer of frozen cones can read or write the combinations and understand what the luck of any particular hour in any particular day of any particular year will be	0.15	0.15	1.0	0.9266534942462894
berg put on the cleanest of coats without a spot or speck of dust stood before a looking glass and brushed the hair on his temples upwards in the way affected by the emperor alexander and having assured himself from the way rostov looked at it that his coat had been noticed left the room with a pleasant smile	bark put on the cleanest of coals without a spot or speck of dust stood before a looking glass and brushed a hair on his temples upwards in the way affected by the emperor alexander and having assured himself from the way rostov looked at it that his coat had been noticed left a room with a pleasant smile	0.6	0.2	0.33333333333333337	0.9100876964937825
the highest and fullest contentment offers more of the grave than of the merry ipsa felicitas se nisi temperat premit even felicity unless it moderate itself oppresses	the highest and fullest contentment offers more of the grave than of the mary it's a felicitous say missy temperate itself oppresses	0.45	0.15	0.3333333333333333	0.8542580518524673
the men had ended by getting accustomed to the continual daylight but it had never made any difference to the animals the greenland dogs went to their rest at their accustomed hour and dick slept as regularly every evening as though darkness had covered the sky	the men had ended by getting accustomed to the continual daylight but it had never made any difference to the animals the green one dogs went to the rest at their accustomed hour and dick slept as regularly every evening as though darkness had covered the sky	0.75	0.65	0.8666666666666667	0.9480233838254207
it will be readily understood that under these conditions the modern lighting company supplies to its customers both incandescent and arc lighting frequently from the same dynamo electric machinery as a source of current and that the old feud as between the rival systems has died out	it will be readily understood that under these conditions the maudlining company supplies to its customers both incandescent and arclining frequently from the same dynamo electroik machinery has died out	0.65	0.2	0.3076923076923077	0.7891161658469756
but perhaps his characteristic attitude to war is to be found not in lines like these but in that melancholy poem the souls of the slain in which the souls of the dead soldiers return to their country and question a senior soul flame as to how their friends and relatives have kept their doughty deeds in remembrance	but perhaps his characteristic attitude to wars to be found not in lines like knees but in that melancholy poem the souls of the slain in which the souls of the dead soldiers returned to their country in question as seniors so flame as to how their friends and relatives have kept their doughty deeds in remembrance	0.75	0.25	0.3333333333333333	0.9553101058125738
i will tell the deputation that i did not and do not desire war that i have waged war only against the false policy of their court that i love and respect alexander and that in moscow i will accept terms of peace worthy of myself and of my people	i will tell that that invitation that i do not and do not desire war that i for which the war only against the false policy of their court that i love in the respect i resent of my people	0.75	0.15	0.19999999999999998	0.7727082480761382
sad how sad to think that the day will come when not a vestige of this wonderful mass of human energy shall remain where the cry of the wolf bat and bittern shall only be heard and nature again resume her rustic splendid desolation	a sad how sad a thing that the day will come would not vastage of this one of her mass of human energy shall remain where the cry of the wolf that and beat him should only be hurt a nature again resume her rustic splendid desolation	0.75	0.1	0.13333333333333333	0.8120512747410136
he ceased and tara starry eyed thus to the angry prince replied not to my lord shouldst thou address a speech so fraught with bitterness not thus reproached my lord should be and least of all o prince by thee	he seized and taras tarry eyed does to day and reprise replied not to my lord shouldst thou address a speech so fraught what be to ness not does approach to my lord should be a list of all o prince by thee	0.15	0.1	0.6666666666666667	0.771047753223538
prince albert land which the forward was then coasting bears also the name of grinnell land and though hatteras from his hatred to the yankees would never call it by its american name it is the one it generally goes by	prince albert land which the ford was then coasting bears also the name of grenel land and though hatteras from his hatred to the yankees would never call it by its american name it is the one it generally goes by	0.65	0.45	0.6923076923076923	0.9125527984680936
in spite of prince andrew's disagreeable ironical tone in spite of the contempt with which rostov from his fighting army point of view regarded all these little adjutants on the staff of whom the newcomer was evidently one rostov felt confused blushed and became silent	in spite of prince andrew's disagreeable ironical tone a spite of the contempt with which rostov from his fighting army point of view regarded all these little adjutants on the staff of whom the new comer was evidently one rostov fell confused blushed and became silent	0.3	0.15	0.5	0.9815659859848052
when she heard this sonya blushed so that tears came into her eyes and unable to bear the looks turned upon her ran away into the dancing hall whirled round it at full speed with her dress puffed out like a balloon and flushed and smiling plumped down on the floor	when she heard this sonia blushed so that tears came into her eyes and unable to bear the loops turned upon her ran away into the dancing hall where old rind is at full speed with her dress puffed out the cappoloone and flushed and smiling plump down on the floor	0.75	0.25	0.3333333333333333	0.8353444432101671
it must indeed be allowed that the structure of his sentences is expanded and often has somewhat of the inversion of latin and that he delighted to express familiar thoughts in philosophical language being in this the reverse of socrates who it was said reduced philosophy to the simplicity of common life	it must indeed be allowed that the structure of his sentences is expanded and often has somewhat of the inversion of latin and that he delighted to express familiar thoughts in philosophical language being in this the reverse of socrates who it was said reduced philosophy to the simplicity of common life	0.65	0.65	1.0	0.9999507630840839
our tailor received him courteously having learned to like the man understanding that he had behaved with honesty and wisdom in regard to his client and respecting him as one of the workers of the day but he declared that for the lovel family as a family he did not care for them particularly	otto received him courteously having learned to like the man understanding that he had behaved with honesty and wisdom in regard to his plant and respecting him as one of the workers of the day but he declared that for the little family as a family he did not care for them particularly	0.65	0.65	1.0	0.7184555764876485
discordant as it was with almost a detestation for all she had ever heard of the north of england the manufacturers the people the wild and bleak country there was this one recommendation it would be different from helstone and could never remind them of that beloved place	discordant as it was with almost a detestation for all she had ever heard of the north of england the manufactures the people the wild and vague country there was this one recommendation it would be different from helstone and could never remind them of that beloved place	0.65	0.65	1.0	0.9850165840247989
sometimes with the gift a man is sent to take part in the procession but if the giver feels too poor to hire a man this burden too falls upon the bereaved household for etiquette requires that all flowers sent be borne to the grave by uniformed coolies who march in the funeral train	sometimes with the gift a man is sent to take part in the procession but if the giver feels too poor to hire a man this burden too falls upon the bereaved household for etiquette requires that all flowers sent be borne to the grave by uniform coolies who march in the funeral train	0.75	0.55	0.7333333333333334	0.9951957232505527
his major domo came in a second time to say that the frenchman who had brought the letter from the countess was very anxious to see him if only for a minute and that someone from bazdeev's widow had called to ask pierre to take charge of her husband's books as she herself was leaving for the country	his majordomo came in a second time to say that the frenchmen who had brought the letter from their countess was very anxious to see him he fully four minutes and thus someone from bezuito had a cow to ask pierre to take charge of her husband's book as she herself was slaving for the country	0.75	0.15	0.19999999999999998	0.8176154756081899
then he turned to me and said my benvenuto be prudent commit no excesses and when you are quite recovered i beg you to make me a madonna with your own hand and i will always pay my devotions to it for your sake	then he turned to me and said my ben viner's doll be prudent come meet no excesses and when you are quite recovered i beg you to make me a madonna with your own hand and i will always pay my devotions to it for your sake	0.3	0.15	0.5	0.8845542118720416
this was not long nor universally the spirit shown and to day in hundreds of cities the electric and gas properties are united under the one management which does not find it impossible to push in a friendly and progressive way the use of both illuminants	this was not long note universally the spirit shown and to day in hundreds of cities they let draken guess progress are united under that one management which does not find it impossible to push in the friendly and progressive way the use of both illuminance	0.45	0.15	0.3333333333333333	0.7251254447983291
