ref_sentence	hypo_sentence	probability_ref	probability_hypo	scaled_probability_hypo	cosine_similarity
you are now in the only country in the world where wit can make a fortune by selling either a genuine or a false article in the first case it receives the welcome of intelligent and talented people and in the second fools are always ready to reward it for silliness is truly a characteristic of the people here and however wonderful it may appear silliness is the daughter of wit	you are now in the only country in the world where wit can make a fortune by selling either a genuine or a false article in the first case it receives the welcome of intelligent and talented people and in the second	0.2	0.3	1.0	0.8865381176924954
so persuasive were her entreaties and so strong her assurances that no harm whatever could result to them from the information she sought they were induced to confess that one summer's night the same she had mentioned themselves and another friend being out on a stroll with rodolfo they had been concerned in the abduction of a girl whom rodolfo carried off whilst the rest of them detained her family who made a great outcry and would have defended her if they could	so persuasive were her entreaties and so strong her assurances that no harm whatever could result to them from the information she sought they were induced to confess that one summer's night the same she had mentioned themselves in another friend being out on the stroll with her dollful	0.45	0.15	0.3333333333333333	0.8304552653589495
well as i say it's an awful queer world they clap all the burglars into jail and the murderers and the wife beaters i've allers thought a gentle reproof would be enough punishment for a wife beater cause he probably has a lot o provocation that nobody knows and the firebugs can't think o the right name something like cendenaries an the breakers o the peace an what not an yet the law has nothin to say to a man like hen lord	well as i say it's an awful queer world they clap all the burglars and down the murderers in the like beaters i allurs thought a general reproof would be enough punishment for a wife beater cause he'd probably has a lot of provocation that nobody knows	0.25	0.35	1.0	0.922932420362035
this severity by which montrose sullied his victories was the result of private animosity against the chieftain as much as of zeal for the public cause argyle collecting three thousand men marched in quest of the enemy who had retired with their plunder and he lay at innerlochy supposing himself still at a considerable distance from them	this severity by which monroe's salute his victories was the result of private animosity against the chieftain as much as of zeal for the public cause argyle collecting three thousand men marched in quest of the enemy who had returned with their plunder and he lay at intervals of the enemy	0.65	0.25	0.3846153846153846	0.7868498466909135
my eyes fill with tears when i contrast the bliss of such a state brightened by hopes of the future with the melancholy state i now live in uncertain that i ever felt true contrition wandering in thought and deed longing for holiness which i shall never never obtain smitten at times to the heart with the conviction that ghastly calvinistic doctrines are true darkened in short by the very shadows of spiritual death	my eyes fill its hearers when i contrast the bliss of such a state brightened by hopes of the future with the melancholy state i now live in uncertain that i ever felt true contrition wandering in thought indeed longing for holiness which i shall never never obtain smitten at times to the heart with the conviction that ghastlyness which i shall never obtains to the heart with the heart with the heart	0.75	0.25	0.3333333333333333	0.8758237588106086
he must descend with his heart full of charity and severity at the same time as a brother and as a judge to those impenetrable casemates where crawl pell mell those who bleed and those who deal the blow those who weep and those who curse those who fast and those who devour those who endure evil and those who inflict it	he must descend with his heart full of charity and severity at the same time as a brother and as a judge to those impenetrable casemates were crawl pale now those who bleed and those who deal the blow	0.75	0.35	0.4666666666666666	0.9438118525066861
valor indeed was very generally diffused over the one party as well as the other during this period discipline also was attained by the forces of the parliament but the perfection of the military art in concerting the general plans of action and the operations of the field seems still on both sides to have been in a great measure wanting	valor indeed was very generally diffused over the one party as well as the other during this period discipline also was attained by the forces of the parliament but the perfection of the military art in concerting the general plans of action	0.65	0.45	0.6923076923076923	0.9718272945315446
he passes abruptly from persons to ideas and numbers and from ideas and numbers to persons from the heavens to man from astronomy to physiology he confuses or rather does not distinguish subject and object first and final causes and is dreaming of geometrical figures lost in a flux of sense	he passes abruptly from persons to ideas and numbers and from ideas and numbers to persons from the heavens to men from astronomy to physiology he confuseds or rather does not distinguish	0.45	0.45	1.0	0.8904820461372235
in a moment he communicated his thoughts to his companions and in the next moment they resolved to turn back and carry her off to please rodolfo for the rich who are open handed always find parasites ready to encourage their bad propensities and thus to conceive this wicked design to communicate it approve it resolve on ravishing leocadia and to carry that design into effect was the work of a moment	in a moment he communicated his thoughts to his companions and in the next moment they resolved to turn back and carry her off to please resolve for the rich who are open handed always find parasols ready to encourage their bad propensities and thus to conceive this wicked design	0.25	0.15	0.6	0.8201326806006602
dreading the superior power of argyle who having joined his vassals to a force levied by the public was approaching with a considerable army montrose hastened northwards in order to rouse again the marquis of huntley and the gordons who having before hastily taken arms had been instantly suppressed by the covenanters	dreading the superior power of argyle who having joined his vassals to a force levied by the public was approaching with a considerable army motros hastened northward in order to rouse again the marquis of huntley and the gordins who having before hastily taken arms had been instantly taken arms	0.65	0.2	0.3076923076923077	0.9368901718186537
ben zoof's most ambitious desire was to induce the captain to go with him and end his days in his much loved home and so incessantly were servadac's ears besieged with descriptions of the unparalleled beauties and advantages of this eighteenth arrondissement of paris that he could scarcely hear the name of montmartre without a conscious thrill of aversion	benzuf's most ambitious desire was to induce the captain to go with him and end his days in his much loved home and so incessantly were servadac's ears besieged with descriptions of the unparalleled beauties and advantages of this eighteenth artemmal of paris	0.3	0.25	0.8333333333333334	0.8156700602212891
american school boys read with emotions of horror of the albigenses driven beaten and killed with a papal legate directing the butchery and of the vaudois hunted and hounded like beasts as the effect of a royal decree and they yet shall read in the history of their own country of scenes as terrible as these in the exhibition of injustice and inhuman hate	in american schoolboys read with emotions of horror of the albegenses driven beaten and killed with a papa legate directing the butchery and of the faubourdwa hunted and hounded like beasts as the effect of a royal decree	0.3	0.25	0.8333333333333334	0.8535537587678562
then now let me explain to you the order of our entertainment first timaeus who is a natural philosopher will speak of the origin of the world going down to the creation of man and then i shall receive the men whom he has created and some of whom will have been educated by you and introduce them to you as the lost athenian citizens of whom the egyptian record spoke	the now let me explain to you the order of our entertainment first to meis who is a natural philosopher will speak of the origin of the world going down to the creation of men and then i shall receive the men whom he has created	0.75	0.45	0.6	0.8099804220186564
there was infinite scepticism around him on the subject and while other inventors were also giving the subject their thought the public took it for granted that anything so utterly intangible as electricity that could not be seen or weighed and only gave secondary evidence of itself at the exact point of use could not be brought to accurate registration	there was infinite scepticism around him on the subject and while other inventors were also giving the subject their thought the public took it for granted that anything so utterly intelligible as electricity that could not be seen or weighed	0.75	0.65	0.8666666666666667	0.9235284260191496
a good neighbour of the brontes a clever intelligent yorkshire woman who keeps a druggist's shop in haworth and from her occupation her experience and excellent sense holds the position of village doctress and nurse and as such has been a friend in many a time of trial and sickness and death in the households round told me a characteristic little incident connected with tabby's fractured leg	a good neighbor of the bronte's a clever intelligent yorkshire woman who keeps a druggist shop in hallworth from her occupation her experience and excellent sense holds the position of village doctress and nurse and as such has been a friend in many a time of trial and sickness and death	0.25	0.35	1.0	0.827055025066025
in this connection it should be mentioned that the association of edison illuminating companies in the same year adopted resolutions unanimously to the effect that the edison meter was accurate and that its use was not expensive for stations above one thousand lights and that the best financial results were invariably secured in a station selling current by meter	in this connection it should be mentioned that the association of edison illuminating companies in the same year adopted resolutions unanimously to the effect that the edison meteor was accurate and that its use was not expensive for stations above one thousand lights and that the best financial results were invariably secured in a stations above one thousand lights	0.78	0.65	0.8333333333333334	0.8900896699288382
a pretty girl and so far as i could judge by appearances a good girl too describing her generally i may say that she had a small head well carried and well set on her shoulders bright gray eyes that looked at you honestly and meant what they looked a trim slight little figure too slight for our english notions of beauty a strong american accent and a rare thing in america a pleasantly toned voice which made the accent agreeable to english ears	a pretty girl and so far as i could judge by appearances a good girl too describing her generally i may say that she had a small head well carried and well set on her shoulders bright gray eyes that looked at you honestly and meant what they looked a trim slight little figure too slight for our english notions of beauty a strong american accent and a real thing in america	0.75	0.75	1.0	0.9791852777224365
o tis the first tis flattery in my seeing and my great mind most kingly drinks it up mine eye well knows what with his gust is greeing and to his palate doth prepare the cup if it be poison'd tis the lesser sin that mine eye loves it and doth first begin	first tis the first tis flattery in my seeing and my great mind most kingly drinks it up mine i well knows what with his dust is green and to his palate doth prepare the cup	0.75	0.15	0.19999999999999998	0.885565284155171
a reconciliation between the two conflicting requirements is effected by a resort to make believe many and intricate polite observances and social duties of a ceremonial nature are developed many organizations are founded with some specious object of amelioration embodied in their official style and title there is much coming and going and a deal of talk to the end that the talkers may not have occasion to reflect on what is the effectual economic value of their traffic	a reconciliation between the two conflicting requirements is affected by resort to make belief men and intricate polite observances and social duties of a ceremonial nature are developed many organizations are founded with some specious object of amelioration to reflect on what is the official style and title	0.25	0.15	0.6	0.8533169744881067
hester prynne went one day to the mansion of governor bellingham with a pair of gloves which she had fringed and embroidered to his order and which were to be worn on some great occasion of state for though the chances of a popular election had caused this former ruler to descend a step or two from the highest rank he still held an honourable and influential place among the colonial magistracy	hesder prynne went one day to the mansion of governor bellingham with a pair of gloves which she had furnished and embroidered to his order and which were to be worn on some great occasion of state for though the chances of a popular election had caused this former ruler to descend a step or two from the highest rank	0.9	0.73	0.8111111111111111	0.8976043373604153
while the former foretold that the scottish covenanters were secretly forming a union with the english parliament and inculcated the necessity of preventing them by some vigorous undertaking the latter still insisted that every such attempt would precipitate them into measures to which otherwise they were not perhaps inclined	while the former foretold that the scottish covenanters were secretly forming a union with the english parliament and inculcated the necessity of preventing them by some vigorous undertaking a latter still insisted that every such attempt would perspitate them into which otherwise they were not until insisted	0.65	0.25	0.3846153846153846	0.9796545804499573
of course the words this has existed before are a very inadequate translation of what actually happens when we form a judgment of recognition but that is unavoidable words are framed to express a level of thought which is by no means primitive and are quite incapable of expressing such an elementary occurrence as recognition	of course the words this has existed before are a very inadequate translation of what actually happens when we form a judgment of recognition but that is unavoidable words are framed to express a level of thought	0.65	0.65	1.0	0.9494181917460132
without going to any such extreme as this we can easily see on reflection how vast an influence on the ideas and conceptions as well as on the principles of action in mature years must be exerted by the nature and character of the images which the period of infancy and childhood impresses upon the mind	we ought going to any such extreme as this we can easily see on reflection how vast an influence on the ideas and conceptions as well as on the principles of action in mature years must be exerted by the nature and character of the images which the period of infancy and childhood impress	0.75	0.35	0.4666666666666666	0.9624202583498983
the vanderpools were sure of this and the englishman instancing india became quite eloquent missus grey was mystified but hardly dared admit it the general trend of the conversation seemed to be that most individuals needed to be submitted to the sharpest scrutiny before being allowed much education and as for the lower races it was simply criminal to open such useless opportunities to them	the vendor pools were sure this and the englishman instanceing india became quite eloquent missus gray was mystified but hardly dared admit it the general trend of the conversation seemed to be that most individuals needed to be submitted to the sharpest scrutiny before being allowed much education and as for the lower races it was simply criminal to open such useless opportunities to open such	0.75	0.15	0.19999999999999998	0.8995721574039481
she was honourably buried in the church of saint sauveur without the slightest opposition from the venerable priest who far from sharing the anti christain intolerancy of the clergy in general said that her profession as an actress had not hindered her from being a good christian and that the earth was the common mother of all human beings as jesus christ had been the saviour of all mankind	she was honourably buried in the church of saint aubert without the slightest opposition from the venerable priest who far from sharing the anti christian intolerancy of the clergy in general said that her profession as an actress had not hindered her from being a good christian and that the earth was a common mother of all human beings as jesus christ had been the saviour of all mankind	0.65	0.65	1.0	0.9447898167227062
silvia did not think that her good conduct was a merit for she knew that she was virtuous only because her self love compelled her to be so and she never exhibited any pride or assumed any superiority towards her theatrical sisters although satisfied to shine by their talent or their beauty they cared little about rendering themselves conspicuous by their virtue	so they did not think that her good conduct was a merit for she knew that she was virtuous only because herself love compelled her to be so and she never exhibited any pride or assumed any superiority towards her theatrical sisters although satisfied to shine by their beauty they cared little about rendering themselves conspicuous by their duty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous by their beauty they cared little about rendering themselves conspicuous	0.65	0.45	0.6923076923076923	0.7732621123961038
the colorist says first of all as my delicious paroquet was ruby so this nasty viper shall be black and then is the question can i round him off even though he is black and make him slimy and yet springy and close down clotted like a pool of black blood on the earth all the same	the colorist says first of all as my delicious parcay was ruby so this nasty vipers shall be black and then is the question can i round him off even though he is black and make him slimy	0.15	0.25	1.0	0.9272634518424586
thought kills me that i am not thought to leap large lengths of miles when thou art gone but that so much of earth and water wrought i must attend time's leisure with my moan receiving nought by elements so slow but heavy tears badges of either's woe	thought kills me that i am not but to leap large lengths of miles when thou art gone but that so much of earth and water wrought i must attend times leisure with my moon receiving not	0.15	0.15	1.0	0.8382156958396357
they asserted with confidence and almost with exultation that the apostolical succession was interrupted that all the bishops of europe and asia were infected by the contagion of guilt and schism and that the prerogatives of the catholic church were confined to the chosen portion of the african believers who alone had preserved inviolate the integrity of their faith and discipline	they asserted with confidence and almost with exaltation that the apostolical succession was interrupted that all the bishops of europe and asia were infected by the contagion of guilt and schism and that the prerogatives of the catholic church were confined to the chosen portion of the african believers who alone had preserved inviolate the integrity of their faith and discipline	0.3	0.25	0.8333333333333334	0.9983347510448247
from the respect paid her on all sides she seemed like a queen and from the adoration with which she was treated by two or three she appeared an object of worship the queen mother gave the french the most affectionate reception france was her native country and she had suffered too much unhappiness in england for england to have made her forget france	from the respect paid her on all sides she seemed like a queen and from the adoration with which she was treated by two or three she appeared an object of worship the queen mother gave the french the most affectionate reception france was her native country	0.65	0.65	1.0	0.9658970083876866
thus saying and pressing the crucifix to her breast she fell fainting into the arms of dona estafania who as a gentlewoman to whose sex pity is as natural as cruelty is to man instantly pressed her lips to those of the fainting girl shedding over her so many tears that there needed no other sprinkling of water to recover leocadia from her swoon	thus saying and pressing the crucifix to her breast she fell fainting into the arms of dona istaphonia who was a gentle woman to whose six pity is a natural as cruelties as to a man instantly pressed her lips to those of the fainting girl shedding over her so many tears that there needed no other sprinkling of water to recoverly ocatia from her throats to recover the fainting girl	0.55	0.15	0.2727272727272727	0.8811089832605695
now you will see in these studies that the moment the white is inclosed properly and harmonized with the other hues it becomes somehow more precious and pearly than the white paper and that i am not afraid to leave a whole field of untreated white paper all round it being sure that even the little diamonds in the round window will tell as jewels if they are gradated justly	now you will see in these studies that the moment the white is enclosed properly and harmonize with the other hues it becomes somehow more precious and pearly than the white paper and that i am not afraid to leave a whole field of untreaded white paper all round it being sure that even the little diamonds in the round window will tell is jewels if they are gradated justly	0.45	0.45	1.0	0.9887650578648001
a quarter of an hour afterwards he returned to the theater but it will be readily believed that it was only a powerful effort of reason over his great excitement that enabled him to go back or perhaps for love is thus strangely constituted he found it impossible even to remain much longer separated from the presence of one who had broken his heart	a quarter of an hour afterwards he returned to the theater but it will be readily believed that it was only a powerful effort of reason over his great excitement that enabled him to go back or perhaps for love is thus strangely constituted he found it impossible even to remain much longer separated from their presence of one who had broken his heart	0.45	0.45	1.0	0.9984669689275041
it is a very fine old place of red brick softened by a pale powdery lichen which has dispersed itself with happy irregularity so as to bring the red brick into terms of friendly companionship with the limestone ornaments surrounding the three gables the windows and the door place	it is a very fine old place of red brick softened by a pale powdery lichen which has dispersed itself with happy irregularity so as to bring the red brick into terms of friendly companionship with the limestone ornaments surrounding the three gables and the door place	0.75	0.75	1.0	0.9846063680697682
we may be stopped the fact may be put to us in general terms which is one way of attenuating it we may be told that all trades professions it may be added all the accidents of the social hierarchy and all forms of intelligence have their own slang	we may be stopped the fact may be put to us in general terms which is one way of atenuating it we may be told that all trades professions it may be added all the accidents of the social hierarchy and	0.45	0.25	0.5555555555555556	0.9011628225849299
we are of course in fact able to judge when we recognize an object that we have seen it before but this judgment is something over and above recognition in this first sense and may very probably be impossible to animals that nevertheless have the experience of recognition in this first sense of the word	we are of course in fact able to judge when we recognize an object that we have seen it before but this judgment is something over and above recognition in this first sense and may very probably be impossible to animals that nevertheless have the experience of recognition in this first sense of the word	0.75	0.75	1.0	0.9999959638334374
among other persons of distinction who united themselves to him was lord napier of merchiston son of the famous inventor of the logarithms the person to whom the title of a great man is more justly due than to any other whom his country ever produced	among other persons of distinction who united themselves to him was lord an apeir of merchaston son of the famous inventor of the loggerisms a person to whom the title of a great man is more justly due	0.65	0.1	0.15384615384615385	0.7628639899421916
the english it is evident had they not been previously assured of receiving the king would never have parted with so considerable a sum and while they weakened themselves by the same measure have strengthened a people with whom they must afterwards have so material an interest to discuss	the english it is evident had they not been previously assured of receiving the king would never have parted with so considerable a sum and while they weakened themselves by the same measure have strengthened the people with whom they must afterwards have so material an interest to discuss	0.25	0.25	1.0	0.9959477955965323
just then leocadia came to herself and embracing the cross seemed changed into a sea of tears and the gentleman remained in utter bewilderment until his wife had repeated to him from beginning to end leocadia's whole story and he believed it through the blessed dispensation of heaven which had confirmed it by so many convincing testimonies	just then lucidia came to herself and embracing the cross seemed changed into a sea of tears and the gentleman remaining in utterly wilderness until his wife had repeated to him from beginning to end leucadius whole story and he believed it through the blessed dispensation of heaven which had confirmed it by so many convents in testimony	0.65	0.2	0.3076923076923077	0.8626759173200143
then the church was disincorporated and its property both real and personal confiscated and escheated to the government of the united states and although the personal property was soon restored real estate of great value long lay in the hands of the court's receiver and the mormon church had to pay the national government high rental on its own property	then the church was disincorporated and its property both real and personal confiscated and ashiated to the government of the united states and although the personal property was soon restored we listed of great value long lay in the hands of the court's receiver	0.75	0.3	0.39999999999999997	0.8192839104419976
sometimes he thought he would like to stand in a conspicuous pulpit and humbly preach the gospel of repentance and it even crossed his mind that it would be noble to give himself to a missionary life to some benighted region where the date palm grows and the nightingale's voice is in tune and the bul bul sings on the off nights	sometimes he thought he would like to stand in a conspicuous pulpit and humbly preached the gospel of repentance and it even crossed his mind that it would be noble to give himself to a missionary life to some benighted region where the date palm grows	0.75	0.75	1.0	0.9467872398624676
this meant that for an alleged misdemeanor for which congress prescribed a maximum penalty of six months imprisonment and a fine of three hundred dollars a man might be imprisoned for life aye for many terms of a man's natural life did the court's power to enforce its sentences extend so far and might be fined millions of dollars	this meant that for an alleged mister meaner for which congress prescribed a maximum penality of six months of prison and a fine of three hundred dollars a man might be imprisoned for life i for many terms of a man's natural life to the court's power to enforce its sentences extend so far and might be fined millions of dollars	0.2	0.1	0.5	0.9107002153053596
we might provisionally though perhaps not quite correctly define memory as that way of knowing about the past which has no analogue in our knowledge of the future such a definition would at least serve to mark the problem with which we are concerned though some expectations may deserve to rank with memory as regards immediacy	we might provisionally though perhaps not quite correctly define memory as that we have knowing about the past which has no analogue in our knowledge of the future such a definition would at least serve to mark the problem with which we are concerned though some expectations may deserve it to rank with memory as regards immediate sea	0.65	0.25	0.3846153846153846	0.9786108898014495
independent of her fortune she has beauty to captivate the heart of any man and with all her follies she has a frankness in her manner an unaffected wisdom in her thoughts a vivacity in her conversation and withal a softness in her demeanour that might alone engage the affections of a man of the nicest sentiments and the strongest understanding	independent of her fortune she has beauty to captivate the heart of any man and with all her follies she has a frankness in her manner an unaffected wisdom in her thoughts of avasity in her conversation and withal a softness in her demeanor that might alone engage the affections of a man of the nicest sentiments and the strongest understanding	0.75	0.65	0.8666666666666667	0.9904785784635729
and wylder laughed too more suddenly and noisily than the humour of the joke seemed quite to call for and glanced a grim look from the corners of his eyes on lake but the gallant captain did not seem to perceive it and after a few seconds more he handed it very innocently back to missus dorothy only remarking	and while there left to more suddenly and noisily than the humor of the joke seemed quite to call for and glanced a grim look from the corners of his eyes unlike but the gallant captain did not seem to perceive it and after a few seconds more he handed it very innocently back to missus dorothy only remarking	0.25	0.1	0.4	0.8333183468319708
another case said john wesley was a little girl half grown who was washing windows up stairs one day and unluckily fell asleep in the window and in this position was found by her mistress in a rage the mistress hit her a heavy slap knocked her out of the window and she fell to the pavement and died in a few hours from the effects thereof	another case said john wesley was a little girl half grown who was washing windows up stairs one day and unluckily fell asleep in the window and in this position was found by her mistress in a rage that mistress hid her a heavy slap knocked her out of the window and she fell to the pavement and died in a few hours from the effects thereof	0.1	0.05	0.5	0.9969331271233195
madam corrected me with a patronizing air for my pronunciation of the word scevra which means divided saying that it ought to be pronounced sceura and she added that i ought to be very glad to have learned so much on the first day of my arrival in paris telling me that it would be an important day in my life	madame corrected me with a patronizing air for by pronunciation of the word scauffla which means divided saying that it ought to be pronounced scurra and she added that i ought to be very glad to have learned so much on the first day of my arrival in paris telling me that it would be an important day in my life	0.3	0.65	1.0	0.942140076608087
that was the chrism of love which love's own crown with sanctifying sweetness did precede the third upon my lips was folded down in perfect purple state since when indeed i have been proud and said my love my own	that was the prison of love which love's own crown with sank to fine sweetness did proceed the third upon my lips was folded down in perfect purple state since when indeed i have been proud and said my own since when indeed i have been proud and said my own since when indeed i have been proud and said my own	0.15	0.1	0.6666666666666667	0.8037670547058398
it is to tenfold life to love to peace and raptures holy unseen descending weigh my light wings upon balmy flowers and court the fair eyed dew to take me to her shining tent the weeping virgin trembling kneels before the risen sun	it is too tenfold life to love to peace and raptures wholly unseen descending weigh my light wings upon balmy flowers and court the fair i do to take me to her shining tent the weeping virgin trembling meals before the risen sun do to take me to her shining tent the weeping virgin trembling meals before the risen sun	0.15	0.1	0.6666666666666667	0.9308853892056136
beholding it hester was constrained to rush towards the child to pursue the little elf in the flight which she invariably began to snatch her to her bosom with a close pressure and earnest kisses not so much from overflowing love as to assure herself that pearl was flesh and blood and not utterly delusive	beholding it hester was constrained to rush towards the child to pursue the little elf in the flight which she invariably began to snatch her to her bosom with a close pressure and earnest kisses not so much from overflowing love as to assure herself that pearl was flesh and blood	0.45	0.35	0.7777777777777777	0.9925945825153105
five hundred men more who had been levied by the covenanters were persuaded to embrace the royal cause and with this combined force he hastened to attack lord elcho who lay at perth with an army of six thousand men assembled upon the first news of the irish invasion	five hundred men more who had been levied by the covenanters were persuaded to embrace the royal cause and with this combined force he hastened to attack lord elco who lay at ptarth with an army of six thousand men assembled upon the first news of the irish invasion	0.7	0.65	0.9285714285714287	0.9383218568266927
from the under surface of the clouds there are continual emissions of lurid light electric matter is in continual evolution from their component molecules the gaseous elements of the air need to be slaked with moisture for innumerable columns of water rush upwards into the air and fall back again in white foam	from the under surface of the clouds there are continual missions of lurid light electric matter is in continual evolution from their component molecules the gaseous elements of the air need to be slight with moisture for innumerable columns of water rush upwards into the air and fall back again in white foam	0.25	0.2	0.8	0.9392636200425301
even the supporting cast is shrewdly drawn professor aronnax the career scientist caught in an ethical conflict conseil the compulsive classifier who supplies humorous tag lines for verne's fast facts the harpooner ned land a creature of constant appetites man as heroic animal	even the supporting cast is shrewdly drawn professor aronnax the career scientist caught in an ethical conflict conseil the composive classifyer who supplies humorous taglon's fervon's fast facts the harpooner ned land a creature of constant appetites	0.65	0.25	0.3846153846153846	0.9507324124593239
after an apprenticeship on a merchant ship he had entered the imperial navy and had already reached the rank of lieutenant when the count appointed him to the charge of his own private yacht in which he was accustomed to spend by far the greater part of his time throughout the winter generally cruising in the mediterranean whilst in the summer he visited more northern waters	after an apprenticeship on a merchantship he had entered the imperial navy and had already reached the rank of lieutenant when the count appointed him to the charge of his own private yacht in which he was accustomed to spend by far the greater part of his time throughout the winter generally cruising in the mediterranean whilst in the summer he visited more northern waters	0.65	0.65	1.0	0.9943010669805166
